zl,zr,zd,za,ul,ur
0.1000023362960194,0.09999948799812408,0.28747110234366524,2.012582793705961,1.0,1.0
0.09999602127544627,0.10000336150163847,0.2885999348428514,2.012582793705961,1.0,1.0
0.10000407457910665,0.09999627619390505,0.29048455423778957,2.012582793705961,1.0,1.0
0.09999801174128997,0.09999518033364385,0.29409197717905045,2.0371264863121317,1.0,1.0
0.10000182199738639,0.10000160815940884,0.2959433704614639,2.0371264863121317,1.0,1.0
0.10000114169801666,0.0999979719687234,0.29780260771512984,2.0371264863121317,1.0,1.0
0.09999634863553997,0.09999950658085321,0.29420194692081875,2.061670178918302,1.0,1.0
0.0999998977502603,0.10000203021329579,0.29514474670092267,2.061670178918302,1.0,1.0
0.10000088263546214,0.10000454233141554,0.2962292614910338,2.061670178918302,1.0,1.0
0.09999743325450972,0.09999952300810211,0.29793213804562885,2.061670178918302,1.0,1.0
0.10000153806304457,0.09999754672640293,0.2996695720487171,2.061670178918302,1.0,1.0
0.10000341877388497,0.10000288323916617,0.2809519949886534,2.061670178918302,1.0,1.0
0.09999506813966175,0.09999624449593014,0.28266913526588017,2.061670178918302,1.0,1.0
0.0999970144432547,0.100001146596707,0.2844199621015125,2.061670178918302,1.0,1.0
0.10000482538956934,0.09999425346714563,0.29416244328022,2.086213871524472,1.0,1.0
0.09999850057328352,0.10000706516302227,0.2897835307651096,2.110757564130642,1.0,1.0
0.0999998937847213,0.09999790938133657,0.2912442684173584,2.110757564130642,1.0,1.0
0.10000387089878959,0.1000058972105542,0.2927414013279809,2.110757564130642,1.0,1.0
0.1000004812525015,0.09999761329588353,0.2942259543471866,2.110757564130642,1.0,1.0
0.1000001422022514,0.09999676931325485,0.29571398430400425,2.110757564130642,1.0,1.0
0.09999858020763774,0.09999857853557703,0.29718687136967975,2.110757564130642,1.0,1.0
0.1000037772754867,0.10000605614695512,0.29868465330865646,2.110757564130642,1.0,1.0
0.10000091927210253,0.10000095428187272,0.3003006974856059,2.110757564130642,1.0,1.0
0.09999066086125907,0.09999188481381616,0.30239413844214547,2.110757564130642,1.0,1.0
0.10000131623216824,0.10000358867179315,0.30597191154956815,2.1353012567368124,1.0,1.0
0.10000375756364477,0.09999775776897835,0.3019312189684974,2.159844949342983,1.0,1.0
0.10000127121091396,0.10000332785799593,0.30322935183842975,2.159844949342983,1.0,1.0
0.09999780017347604,0.10000177629917317,0.30453141530354816,2.159844949342983,1.0,1.0
0.10000091943146572,0.09999759057251545,0.30583422051535714,2.159844949342983,1.0,1.0
0.10000087882198727,0.09999998371688434,0.3071387079026964,2.159844949342983,1.0,1.0
0.10000026205447021,0.09999977242724789,0.30893104275067645,2.159844949342983,1.0,1.0
0.0999951453869663,0.09999986387673765,0.31077447533607483,2.159844949342983,1.0,1.0
0.10000003011312586,0.10000015603344536,0.31262451741430497,2.159844949342983,1.0,1.0
0.10000310786138655,0.09999779136103903,0.31446432405047947,2.159844949342983,1.0,1.0
0.10000122040030845,0.09999923748328321,0.312585668431388,2.2089323345553233,1.0,1.0
0.09999664514085183,0.10000523057714261,0.31373658114009434,2.2089323345553233,1.0,1.0
0.1000048608851305,0.09999936150195232,0.31489748424953884,2.2089323345553233,1.0,1.0
0.09999778809564575,0.09999865870415725,0.3162329097588857,2.2089323345553233,1.0,1.0
0.09999685247801793,0.1000027923841138,0.3178727063867781,2.2089323345553233,1.0,1.0
0.10000403491453902,0.09999974419814883,0.31951333416832817,2.2089323345553233,1.0,1.0
0.09999536207133097,0.09999346284988953,0.3211164010895623,2.2089323345553233,1.0,1.0
0.1000084564062842,0.09999881941351418,0.32277052601178485,2.2089323345553233,1.0,1.0
0.09999383546722918,0.1000061961235641,0.32441355453597176,2.2089323345553233,1.0,1.0
0.09999839276481737,0.09999988779894764,0.32602307200431824,2.2089323345553233,1.0,1.0
0.09999984385129324,0.1000011578090394,0.3221427761018276,2.2334760271614935,1.0,1.0
0.10000295336301157,0.09999873916242841,0.3235817812383175,2.2334760271614935,1.0,1.0
