x,y,a
0.0,0.0,0.0
-0.0008125488346120667,2.0211027468180513e-06,-1.1500442796619844e-05
-0.002971900285374576,3.740326129800866e-06,-1.7197776069809654e-05
-0.0030420729747539076,4.116116207930346e-06,-1.7336113954427513e-05
-0.0030489742519431273,4.156142911019371e-06,-1.7348348851374194e-05
-0.0030496579727284055,4.16037811549818e-06,-1.7349185220298547e-05
-0.0030497238950132084,4.160820140866794e-06,-1.7349169045450756e-05
-0.0030497298439805757,4.160864792699485e-06,-1.7349142538678485e-05
-0.0030497302888236807,4.160868936947845e-06,-1.7349133719700636e-05
-0.003049730299916011,4.160869228311307e-06,-1.7349131267576276e-05
-0.0030497302937437815,4.160869223246958e-06,-1.734913057285861e-05
-0.0014528271845322092,4.219645983224152e-06,-1.002837653325627e-05
0.0005493814821119405,4.2319159779356156e-06,-5.474651994185262e-07
0.0025494679516233285,4.205784857020404e-06,8.875226852853594e-06
0.004549348019133479,4.150100528523698e-06,1.806422300806195e-05
0.006549212548745054,4.06742170934786e-06,2.690759765814924e-05
0.008549078795513428,3.958963145299779e-06,3.5311884705243704e-05
0.010548946514114416,3.825805750382522e-06,4.3191656352096846e-05
0.012548813685330819,3.6691822023477735e-06,5.046761104462128e-05
0.014548678118217914,3.490536309789893e-06,5.706669458120347e-05
0.016548537631166194,3.2915259301521364e-06,6.292266756255015e-05
0.018548390089738083,3.0740106035378356e-06,6.797672816664409e-05
0.02054823342964221,2.840033987994589e-06,7.217809050861516e-05
0.02254806567756463,2.591803683798155e-06,7.548449010993012e-05
0.024547884970950097,2.331669232712328e-06,7.786260591341667e-05
0.02654768957666475,2.0620986538781836e-06,7.928839327849946e-05
0.028547477908364528,1.7856537850658762e-06,7.974732429992205e-05
0.030547248542395482,1.5049646841647282e-06,7.92345329650394e-05
0.03254700023206499,1.2227033487252038e-06,7.775486367937283e-05
0.03454673192013933,9.415570165821513e-07,7.532282267547314e-05
0.03654644274944144,6.642013146888531e-07,7.196243279626383e-05
0.038546132071441384,3.9327352411117667e-07,6.770699311321866e-05
0.040545799452752496,1.3134622860432338e-07,6.259874579827927e-05
0.04254544467946812,-1.1909838991212482e-07,5.668845359169647e-05
0.04454506775929479,-3.5569335262176005e-07,5.003489210716387e-05
0.04654466892146116,-5.762105334822885e-07,4.270426206721967e-05
0.04854424861440394,-7.785829215147109e-07,3.476952736102482e-05
0.050543807501254874,-9.609252732275898e-07,2.6309685557577248e-05
0.05254334645317521,-1.1215529487045434e-06,1.7408978183531272e-05
0.05454286654060607,-1.258998743520489e-06,8.15604866951537e-06
0.05654236902252331,-1.3720275482405522e-06,-1.3569436046786702e-06
0.05854185533380708,-1.459648689038618e-06,-1.1035244305648808e-05
0.06054132707085359,-1.5211258262883887e-06,-2.0782450970441446e-05
0.06254078597557537,-1.5559843123814387e-06,-3.0501476198995067e-05
0.06454023391795154,-1.5640159350020334e-06,-4.009551759019336e-05
